"Эти скоростные (40 узлов) 60-тиметровые поганцы планировались к доставке через Европу в конце 2025-го, дабы дополнить спущенный с турецких стапелей корвет F 211 «Гетман Иван Мазепа» типа Ada, но данное корыто исчезло с радаров после ходовых испытаний, где сейчас находится — неизвестно. Бают, что-то по системам вооружений не клеится, особенно ракетным.";1
"Не суть, поскольку что-либо тащить в Чёрное море наши заклятые партнёры не намерены, они обсуждают «передачу» под жовто-блакитные тряпочки на клотиках старые корветы и даже эсминцы из состава Северных Флотов с ускоренной программой строительства безэкипажных катеров.";1
"Пробы пера уже состоялись, «неустановленные террористы» атаковали в Средиземноморье наши гражданские суда, стартуя от берегов Ливии или спущенные с сухогрузов под нейтральными флагами. Ожидать расширение подобной деятельности в балтийских и северных водах — лишь вопрос времени. А наблюдать особенно пристально придётся не за Поганым Островом, а норвежскими фьордами и финскими шхерами, скорее всего.";1
"Две недели назад в Осло принимали пана гетьмана, и тамошний премьер-министр очень просил размещать в приоритетном порядке именно в Норвегии производство морских и воздушных дронов, желательно «с передачей практического опыта их применения против России».";1
"На что местная пресса поделилась «утечками из правительственного окружения Йонаса Гара Стере»: криворожский паяц обсуждал создание в Норвегии совместной учебно-тренировочной военной базы. Кто кого муштровать будет — вопрос открытый, но тресковые военно-морские эксперты говорят другое. Водоплавающих гетманских уже массово привечают на военно-морской базе Королевского ВМС «Camp Viking» («Лагерь викингов») подле города Тромсё. С самого конца 2023-го, как только данный Центр Спецназов британских береговых групп быстрого реагирования (LRG) открылся.";1
"А сегодня через него пропускают до двух тысяч «иностранных специалистов» в год. Удобное место. Тихое. Удалённое от средств разведки и мониторинга. Полностью контролирующее выход из Датских проливов. А если под боком развернуть промышленную площадку для изготовления БпЛА и БЭК под прикрытием Партнёрства Северных Флотов — узелки могут завязаться любопытные. Не Гордиевы, конечно, ибо строить реальные козни с ущёрбом нашим Флотам или судоходству — это сasus belli высшей пробы.";1
"Но когда островитян подобные вещи заботили. Они эсминец без регулярных ЧП вывести в море не могут. Не говоря об авианосной группе с ордером под суверенным «White Ensign» на флагштоках. Нанимают для натовских учений сборную флотскую солянку северных холуёв для сопровождения, (о, позор!) даже колбасников привлекая. Топленных-перетопленных в ХХ веке.";1
"Дисклеймер: даю письменное подтверждение, что не выступаю наймитом кино-продакшена, агентом ИРИ (Институт развития Интернета) или Правительства Татарстана. У последнего с вышедшему сериалу «Слово пацана. Кровь на асфальте» отношение сложилось особое, в разделе «запретить эту похабень!» обретающееся. Неделю мучился и вяло отбивался от знакомых, настоятельно просивших данный кино-шедевр глянуть хоть одним глазком и публично высказаться. Хорошо. Глянул вчера. Именно одним. Три серии одолел, дальше продолжать не намерен. Без внятного объяснения причин, просто «не зашло». Вкусовщина кирзового сапога, так бывает. Но сказать есть что.";2
"Кинокритик из автора ... как из Надежды Бабкиной – олимпийская чемпионка по художественной на бревне, если честно. С давних лет фанат документалистики и военно-исторических фильмов. Из отечественных художественных сериалов, просмотренных от корки до корки – «17 мгновений весны» и «Ликвидация», список западного продукта примерно такой же длинны: «Карточный домик» да «Игры престолов» (вполглаза на перемотке, если начистоту). Чтобы не интриговать – ностальгии по концу 1980-х не испытал от просмотра «Слова пацана», хотя несколько кристально правдивых сцен и так называемых «пасхалок» подметил, респект сценаристам – порадовали.";2
"Освежили воспоминания. Гардероб того времени улыбнул, тонкости взаимоотношений разных возрастов и полов, антураж советских квартир и дворов, общественный транспорт и тд. За то твердая «пятёрка», как и за подбор актёров – убедительные образы, смутно узнаваемые. Именно смутно, поскольку в своём отрочестве «уличные банды» мимо прошли, школа олимпийского резерва, интернат, да дедова казачья нагайка и навек усвоенный урок на предмет уличных массовых драк: за что именно кровь на асфальт или сырую землю свою и чужую должно настоящему мужику проливать.";2
"Теперь о так называемой «пропаганде уличного насилия», о которой с пеной у рта лаются морализаторы и запретители на казённом коште. Находя в сериале растлевающий или побуждающий к насилию фактор. Господам думным боярам да дьякам, городничим иже с ними хочу напомнить – песня старая, ещё со времён сериала «Бригада» (не смотрел, сразу говорю) заезженная. Когда дело не в романтическом флёре криминалитета, а общей недалёкости чиновников-охранителей. Путающих причины и следствия по несколько раз на дню.";2
"Подросток, если оставлен без круглосуточного контроля общества и родителей – не сериалы смотрит, он свои дикие порядки устанавливает, либо становится подверженным стороннему влиянию. Персонажей, которые тоже время перед телевизором крайне мало проводят. А устраивать пиар-перфомансы с воплями «запретить!» – расписываться в идеологической, законодательной и административной импотенции государева человека. Абсолютно бесполезного в практических методах «воспитания подрастающего поколения». Способного предложить разве что кнут на конюшне, стерильное информационное поле и пять часов партсъезда каждый вечер. Проходили. В сериале – результат.";2
"А современный агрессивный подросток не «Словом пацана» воспитан, а компьютерной игрой GTA, если кто из казённых людей не в курсе. Там такой треш и угар на уровне когнитивной диверсии или специальной военно-психологической операции – туши лампады, иконостас «спасите нас» и беги куда глаза глядят. А сериал ни плохой, ни хороший – он вообще про другое. Во-первых ... по редкий случай «вирусного маркетинга». Когда специально не подстроишь, денег не заплатишь и не объяснишь вспышку почти иррационального интереса аудитории к медийному продукту.";2
"Такое случается на стыке «культур», общепринятой, богатой, подверженной манипуляциям «продакшена» – и протестной. Популярность «Крови на асфальте» именно из этой серии, сериал ведь большей частью смотрят не добрые советские люди, для которых каждая сцена – воспоминания о реальных или почти реальных событиях. «Вирусность распространения» теле-продукта обеспечивают поколения, с советской улицей не сталкивавшиеся, правда ведь? Так что молодёжь цепляет в сериале ... туманные рассказы родителей, опасная героика «лихих девяностых» или что другое?";2
"Отвечу – другое. Именно поэтому сериал и не «зацепил». И не мог, поскольку Ваш покорный слуга жил в правильном советском мире, где люди очень много работали, умели со вкусом по-простецки отдохнуть и не раздражались на идеологию. Относились к ней нейтрально, как ... к воде в кране или снегу на Новый Год. А была и другая действительность, где так называемые «советские ценности» встречали почти озлобленное отношение. Справедливое отчасти, поскольку не имели с реальностью общего. Подросток, приходящий во взрослую жизнь или на пороге оной такое чувствовал небывало остро. «Перемен требуют наши сердца» – вот и весь лозунг того стихийного подсознательного движения. С крайними формами уличного беспредела.";2
"Именно тогда расцвел «лагерный фольклор» и тюремная романтика, как форма социальной неопределённости – появились в почти каждом городе подвалы-качалки и формы самоорганизации дворовой шпаны, до которой больше не могли достучаться учителя, комсомольские вожаки, ветераны в блеске боевых орденов, мумии с экранов телевизоров. Сердца требовали перемен, вот на какое-то время отдушина и открылась в уличной суб-культуре. Где хоть «слово пацана» свято держалось, раз вокруг стало много лжи.";2
"Именно на этом подсознательном и начала строиться новая идеология «девяностых», общество развалилось на миллионы ячеек, скрепы коллективизма советского общества в один день рассыпались ржавчиной, а экономика устремилась в крутое пике. «Слово пацана» для своих стало бизнес-моделью, его давали друг другу «братки» и бывшие комсомольские вожаки, руководители страны и столоначальники, начав на всех уровнях делить власть, собственность или крышевать её. Вылезшая из каких-то помоек «культурка» самозабвенно снимала бесконечные «бригады» или «ментов», из каждого магнитофона хрипели шансонье, а на «Голубых Огоньках» начали появляться настоящие голубые. Круг замкнулся, но люди ждали не таких перемен.";2
"Они оказались сами заключены в многосерийную «криминальную драму», часто теряя моральные ориентиры, становясь из профессора консерватории трамвайным хамом. А мерилом народного успеха становились те самые, персонажи из «Крови пацана», бывшие чушпаны. Волею обстоятельств ставшие «мотальщиками», а потом выжившие и напялившие красные пиджаки с золотым крестом на всё пузо. Сохраняя вокруг колорит своего становления в уличных группировках, дерущихся «за своё». Свою улицу, двор, микрорайон, гаражный кооператив, рынок, город, область, отрасль ... страну.";2
"Это просто стихия, редкое социальное явление на стыке эпох в неспокойные времена. Российская Империя в 1917-ом переживала такое, потом было мучительное похмелье 1920-х с разгулом небывалого бытового озлобления, бандитизма и уличной преступности. Даже после Великой Победы на короткий миг вспыхнуло, да многоопытный товарищ Сталин так прикрутил гайки, что даже ветераны-орденоносцы с желанием «перемен в сердцах» притихли. Чертыхнулись, прошипели «ну его к бису», отстроили страну за кратчайшие сроки. Чтобы на склоне жизни опять увидеть поиск справедливости на улицах, то в кровавых уличных драках, то раздутой лагерной романтике.";2
"В которой нет очарования, но присутствует правда жизни. Трагедия, раскручивающаяся по спирали и вбирающая в свою воронку новые жертвы. Подсознательно протестующие против официальной лжи, реформ, обрушения человеческой жизни и быта. Россия полтора десятка лет выкарабкивалась из того болота, вот почему сериал популярен. Для переживших – любопытством заглянуть в своё прошлое, для непричастных – чувством заглянувшего в замочную скважину. Дабы понять смысл назиданий своих «предков» о каких-то непонятных «лихих девяностых». Выросших из «уличных восьмидесятых».";2
"«Вирус» популярности среди молодёжи тоже объясним, поскольку показывает неизвестную нашему времени странную сплочённость больших коллективов. Примитивную, под чутким контролем отвратительных персонажей-уголовников, манящих и непонятных. Явление вообще-то мировое, Америка уже пережила свою «Кровь пацана», создав уголовную романтику чернокожих банд Гарлема. Сегодня это многомиллиардная индустрия: стиль одежды и образ жизни, музыка, сериалы, голливудские блокбастеры, манера поведения и даже собственный язык. С вишенкой на тортике – уродливым «Black Lives Matter», ставшим инструментом внутренней репрессивной политики.";2
"Миф. Вот в чём секрет популярности подобных продуктов. Простой ответ на сложные вопросы. Если тебя якобы угнетает полицейская и репрессивная государственная система, нет «свободы самовыражения», а деньги находится в неправильных руках – всегда вскипает муть примитивной самоорганизации, как средства неосознанного протеста, неформального общения и даже самовыживания. И чем навязчивее политика правящих групп, тем привлекательнее Робин Гуды. Особенно из своего двора.";2
"«Ведущие непримиримую войну», что для неокрепшего ума является сработавшим запалом в гранате. Не случайно же, лидерами советских уличных банд часто становились ветераны-афганцы, приносящие гарь Кандагара и Герата с порой извращёнными «понятиями» боевого братства в заснеженные сибирские города, пригороды Москвы, рабочие посёлки ...";2
"Уверен, в комментариях мнения аудитории разойдутся по разным непримиримым полюсам. Кто-то в данном откровенно средненьком по художественной ценности сериале увидит «вражий поклёп на советское прошлое», а кто-то узнает свой город и даже себя. Правы будут все, поскольку правда всегда где-то посерёдке обретается. С формальным отношением советской школы к воспитанию, разгулом тюремной романтики, общей усталости от заплесневелой сусловской говорильни, начавшимися сложностями в советской экономике – всё тут правда. Как и с формами стихийного молодёжного протеста: от подпольных рок-клубов, мечт о сладком Западе, до диких уличных стай «Слова пацана». Где есть место всему, даже нежной романтике и простым человеческим чувствам, которые не придумаешь.";2
"Отвечу Читателю «Арсению К.», вымучившего автора вопросом всю прошлую неделю: посоветуете сериал к просмотру молодым людям или категорически нет? Ответ – с возрастным ограничением «18+» посоветую. Только с обязательным пояснением. Смотрите и знайте, что случается, когда общество смертельно заболевает, лишившись традиций прошлого социального или идеологического коллективизма. Когда Советский Союз подхватил ту холеру – пусть историки спорят, но уличные банды «районов» разрастались прямо пропорционально деградации общественной ткани, лично подтверждаю.";2
"Запрещать или пропагандировать «Кровь на асфальте» нет смысла, там нет романтики или правильного жизненного курса для молодых людей. Но не найдётся (в трёх просмотренных сериях) вражеского умысла очернить советское прошлое, подтолкнуть неокрепшие умы к деструктивному поведению. Обычная «таблетка памяти», ничего больше. Таким лекарством был легендарный «Брат-1/2», напомнивший ошалевшим «россиянам» о Родине и правильном к ней отношении. Наверное, столь же горькой микстурой была «Бригада». О настоящей дружбе взрослых ответственных за себя мужчин, если правильно услышал критические и восторженные рецензии на сериал.";2
"Так что ... если спросят «смотреть/не смотреть» пацанское слово окровавленное – обязательно посоветую первое. Без завышенных ожиданий об игре актёров, режиссуре, построении кадра, тем более – спецэффектов. Обычный и привычный (увы) продукт, неожиданного ставший «вирусным». Без глубокомысленных рассуждений о «задетых струнах души».";2
"«Слов пацана» в самых разных обличьях у нас в телевизоре навалом. Как и попыток переснять «Особенности национальной охоты». Либо криминал, либо примитивный ржачЪ получается, правда – вот и вся российская киноиндустрия. Так что больше беспокоюсь не о победном шествии очередного «пацанского сериала», а о полном отсутствии нормального кино. Чтобы обвиняемые в «недосмотре за детьми» родители могли показать своим чадам что-то иное, чем затёртые до дыр советские картины и мультфильмы. Наснимаете талантливого продукта, господа запретители ... тогда и запрещайте что угодно. Dixi.";2
"Ох, поддели Читатели забавной темой, зная пытливый интерес автора к религиозной тематике. Ладушки, давайте сегодня от политики чуть в сторону свернём, хотя без неё даже в таком вопросе не обошлось. Итак, хохотал в голос от любезно отгруженной новости: депутат Госдумы Виталий Милонов потребовал признать экстремистской идеологию сатанизма, сделать это надо обязательно. Пример у нас уже есть: в прошлом году мы точно так же запретили ЛГБТ*», конец цитаты (*признано экстремистским и запрещённым).";3
"А инициатором подобной инициативы выступил председатель патриаршей комиссии РПЦ по вопросам семьи, защиты материнства и детства иерей Федор Лукьянов на заседании Общественной палаты РФ, предложив ввести уголовную ответственность за сатанизм. Не пояснив, что именно под «сатанизмом» РПЦ понимает, как его собирается идентифицировать (коллега ядовито пошутил: на глазок, скорее всего) и где «сатанисты» пропагандируют свои богомерзкие ценности. Одним словом – сплошной мрак израилев.";3
"СМИ нашей богоспасаемой, как ни силился найти глас и букву разума – с темы съехали. Штатных экзорцистов в редакциях не нашлось, либо они на «чёрных мессах» гулеванили, ироды такие. И вообще. Тема перезрела, надоело слушать даже от больших государевых людей эпитеты-штампы, смысл которых они не понимают. Коллективный Запад, мелкие бесы из политики, смешные и безграмотные поп-звёзды, пиарщики и продюсеры, либеральные интеллигенты, богоборцы и медийные ничтожества – все им «сатанисты». Глупая и опасная тенденция, помноженная на дремучем невежестве.";3
"Справка. Большая Советская Энциклопедия. САТАНИ́ЗМ, совокупность оккультно-религиозных учений, в широком смысле – основанных на поклонении богам, которые являются «источником зла»; в узком – напрямую противопоставляющих себя христианской морали и этике.";3
"Учение формируется вокруг образа дьявола (сатаны), созданного в иудео-христианской традиции, дополняя и развивая этот его образ, о чём свидетельствуют и главные символы С.: перевёрнутый крест, число 666, голова козла и др. В истории христианства сатанинскими часто называли еретические учения, признающие равнозначность существования мира добра и мира зла (катары, богомилы и др.).";3
"Культы, практикующие поклонение и ищущие защиты у дьявола, известны со Средневековья, но назвать точное время их зарождения невозможно. Формирование современных сатанинских учений начинается в 19 веке и связано с секуляризацией сознания, романтизацией образа сатаны в европейской культуре и отказом от христианской морально-правовой традиции. Сатанизм становится крайним выражением гедонизма и свободы от внутренних моральных ограничений. Современные сатанисты заимствуют идеи и ритуалы из языческих культов, практикующих поклонение «тёмным богам».";3
"Идеология и практика сатанизма связана с именем Э. А. Кроули (называвшего себя «зверем Апокалипсиса» или «зверем 666»), основателя общины «Аббатство телемических мистерий», где практиковались чёрная магия и демонические культы. Главная книга сатанистов – «Сатанинская библия», написанная в 1969 Антоном Шандором Ла Веем (1930–1997).";3
"Ла Вей является также создателем первой официально зарегистрированной сатанинской организации «Церковь сатаны» (США). Группы сатанистов, как правило, немногочисленны, не связаны между собой. Противоправные действия и элементы учения, характеризуемые как экстремистские, исключают возможность официальной регистрации сатанинских организаций. Учитывая закрытость культов и многочисленные мифы, созданные вокруг сатанизма, невозможно определить точное количество их адептов.";3
"Не погружаясь в научные хляби, сатанизм – это полная вседозволенность с яростным отрицанием христианства. Хотя профессиональные и глубокие сатанисты начнут возражать, академическим языком расставляя акценты: мы не дикие адепты мерзкого культа, а глубокие философы. Будут правы отчасти, но быть их адвокатом не намерен. Поскольку чёрного кобеля отмывать добела не получится. Особенно если он имеет ФИО, конкретно говорим об общепризнанном основателе сатанизма – Антоне Ла Вее, авторе «Сатанинской библии». С главной целью культа – уничтожением христианства.";3
"Как не трудно догадаться, истовый сатанист обязан следовать «заповедям». Их всего девять, перечислять не вижу смысла, первый сам за себя говорит: Сатана предлагает потворство плотским желаниям вместо ограничений. То есть, декларируется полный отказ от христианского воздержания, выдаётся разрешение человеку совершать все грехи. При условии (это важно), если они дают физическое, чувственное и эмоциональное удовлетворение. Вот почему любые Энциклопедии маркируют «сатанизм» инструментом идеологии гедонизма, теории и практики удовлетворения плотских наслаждений.";3
"Не очень далёкий «верховный служитель сатаны» Антон Ла Вей безбожно врал, простите. Эксплуатируя обычную тягу слабой человеческой натуры к запретным плодам. И ловко подменял понятия, называя «сатанизмом» желание следовать естественным инстинктам. Напирая на сексуальность более всего. Точно попав в дискуссию тех лет, когда западное общество яростно спорило о «непотребствах феминисток», демонстративно выходящих в свет едва ли не полуобнажёнными. Доставалось от Ла Вея всяким мутным евангелистам, методистам и прочим христианским рассольникам за их рекламные трюки для привлечения паствы: смазливые хоры милашек на службах, соблазнительные платья «монашек», музыкальный стиль «госпел» чернокожих приходов.";3
"То есть, удар наносился безошибочно, в самое сердце американского «продакшена», сделавшего христианство обычной субкультурой, социальной индустрией. С поэтапных избавлением паствы от «несовременных ограничений замшелой морали». Началось всё с сексуального раскрепощения, закончилось венчанием радужных «экстремистов» в католических приходах. Что такое «целомудрие» ... побойтесь Бога, вот и весь ответ сегодняшней Америки. Мистер Ла Вей тонко поймал в паруса «сатанизма» веяние времени, банально узурпировал дикую тягу хиппи к наркотикам и сексу. Сделав из всех видов извращений некий религиозный фетиш, напирая на «яркую индивидуальность» в повседневной жизни. Когда ума не хватает самовыражаться иначе.";3
"Говорить о «пришествии сатаны», как неком духовном разлагающем опыте поостерегусь, поскольку так называемая «сексуальная революция» 1960-1970-х гг. с тяжёлым анамнезом наркомании, Вьетнамской войной, бумом рок-музыки порой не самого лучшего качества, расцветом шоу-бизнеса ... много звёзд сошлось, дабы засияла самая чёрная. На фоне дискредитации института христианства, переживавшего кризис похлеще времён Лютера. Идеологи сатанизма смогли привлечь в свои ряды немало верующих людей с академическим образованием, для которых «Конец Мира» был очевиден.";3
"Как и неминуемое пришествие Антихриста. Трудно было благочестивой одноэтажной Америке не согласиться с творящимися тогда безобразиями. Мегаполисы наводнили расхристанные хиппи и рокеры, алкоголь, безудержный секс, наркомания, повальное увлечение магией, целителями, экстрасенсами и гадалками – вот портрет того времени. С глубочайшим политическим и социальным кризисом государства, США просто трясло после Карибского Кризиса, убийства Кеннеди, непонятного и кровавого Вьетнама.";3
"Как нам любезно сообщает Энциклопедия – «закрытость культов порождает многочисленные мифы». Чистая правда, и всякая газетная жуть со страниц «СПИД-Инфо» на 99% является обычной гажей. Сатанисты при ближайшем рассмотрении (имел личный опыт общения, если что) – люди странные, в чём-то нездоровые. К жертвоприношениям, потрошению могил, веры в любую ипостась Сатаны (плотскую или нематериальную) – отношения не имеющие, если не брать откровенных сумасшедших, извращенцев, асоциальных типов с декадентами и деградантами. С дикими инициациями-посвящениями, как принято в лучших университетах Великобритании и США.";3
"Рядовой сатанист исповедует «саморазвитие» и не признаёт моральные законы христианства, не верит в ниспосланные Свыше заповеди, а бытовую и социальную распущенность считает формой самовыражения. Очень таясь, тщательно придумывая себе «вторую жизнь». На деле, все эти секты сатанистов – обычные сходки, стилизованные под оргии и «чёрные мессы» для снятия неуверенности, сексуального напряжения. Гнилая клубничка с изюминками.";3
"Как только с подобными персонажами начинаешь говорить с глубоким знанием базы, то быстро разочаровываешься. Подавляющее большинство даже трудов идеологов сатанизма не читали, что говорить об оккультизме, философии, религиоведении, истории христианства с его сектантством. Несколько дурацких брошюр, сидение по закрытым интернет-чатикам с такими же неудачниками по жизни, нездоровая тяга к сексу и лёгким наркотикам – вот вам портрет «страшного сатаниста». Обычного трусоватого овоща с бледной кожей жителя мегаполиса. С нездоровой тягой к оккультизму самого дрянного пошиба.";3
"Нет, вам обязательно скажут: сатанисты отрицают устаревшие догмы христианства, оспаривают понятие «абсолютной морали», культивируют в себе индивидуализм. Полная чушь и лабуда. Обычный инстинкт сбиться в стайку себе подобных, чувствовать причастность к «тайной организации», добровольно стать заложником волнующих обстоятельств – вот глубинные причины бытового сатанизма. Без каких-либо исторических знаний о религиозном смысле символа Падшего (или Низвергнутого) Ангела.";3
"Сатанизм с научной точки зрения – лютая мешанина заимствований оккультных идей, где главная цель – максимально уродливо противопоставлять данную идеологию христианству. Гипертрофированный эгоизм – как архетип, сиюминутные ценности, страсти и намеренный грех. Обычное общество потребления во всей красе с его нигилизмом, индивидуализмом, прагматизмом, эгоизмом. В самых запущенных случаях – да, социальная опасность недоразвитых духовно персонажей, для кого культ силы бывает побудительным для совершения противоправных действий. Но это большая редкость.";3
"Можно считать сатанизм религией? Категорически нет, поскольку эсхатологической концепции здесь не существует, как и понятия загробной жизни с Раем и Адом. А есть только ритуалы, один другого смешнее. Сплошной косплей с реальных и выдуманных практик. Привлекательных для неофитов «таинственностью». На деле – наркотиками, галлюциногенными напитками, костюмированными шоу. Нужными для высвобождение низменных человеческих страстей по образу вакханалий античного периода (групповые оргиастические действия). С «клубничкой» дикого богохульства, осквернения религиозных книг, предметов культа. Первоначальный шок, психоз, потом развивающийся в зависимость регулярно испытывать «острые ощущения».";3
"Возвращаемся в исходную точку, инициативе г-на Милонова приравнять «сатанизм» к экстремистскому ЛГБТ. То есть, некоему движению, угрожающему национальной безопасности, несущему потенциальную угрозу обществу. Первая эмоция любого «экзорциста», как только он столкнётся в пыточном подвале со средневзвешенным сатанистом – будет лютое разочарование. Если борец с нечистым обладает навыками психолога, то мгновенно поймёт: уверенности в существовании Князя Тьмы там нет.";3
"Как и обладанием мистической власти над другими людьми. А есть наркотические галлюцинации на «чёрных мессах», неадекватная оценка действительности, полная или частичная аморальность пациента. Что является, вне всякого сомнения, почвой для уголовных преступлений, но не фактом их совершения. Деяния тронувшихся умом малолетних [censored], порой попадающие на страницы помойных таблоидов, редко являются предметом судебных разбирательств. Отвлекают доблестную полицию по статьям «осквернение», «почва имущества», «оскорбление чувств верующих».";3
"Но чаще всего дела разваливаются после проведения психиатрической экспертизы, либо идут по кривой дорожке «употребление и распространение» запрещённых препаратов. Где тоже часто разваливаются, поскольку корыстного интереса фигуранты «сатанинских организаций» к подобного рода деятельности не испытывают. А на своих сходняках банально компенсируют жизненные неудачи или личную неуверенность не самым моральным поведением. Судить таких бедолаг? За что? Уже наказаны, как на личный вкус.";3
"Тем более, многие так называемые «сатанисты» мирно сидят себе на «тайных ресурсах» Интернета, перебрасываются видосиками и картинками самого мерзкого содержания, сутками напролёт обсуждают выдуманные пентаграммы, спорят о жертвоприношениях, смакуют подробности ритуалов «чёрных месс», оргий и прочего непотребства. Никогда не принимая участия в подобных мероприятиях. Интеллектуальный уровень таких сообществ может быть разным, а глубинные причины вовлечения невежественных людей или будущих пациентов с нездоровой психикой – до конца не изученными.";3
"Единицы из «сатанисткой среды» целенаправленно идут до конца, желая добраться до человеческой кровушки, вступая в ультранационалистические и профашистские организации, это тоже правда. Пройдя все этапы «инициации» в тайных оккультных организациях, поднимая на знамёна уже политические, религиозно-экстремистские лозунги. Единицы. А ступившие на путь уголовных преступлений, любители мучить животных или угрожать жизни людей – сотые доли процента от общей массы так называемых сатанистов.";3
"Господину Милонову и прочим гражданам, обожающим вворачивать громкое словечко в словесные эскапады, нужно помнить: сатанизм исключительно духовное явление, а причины его возникновения – душевные. С давних времён поклонение «тёмным богам» считалось атавизмом, побочный продуктом эволюции и развития человеческого общества. Но, никогда подобные духовные и душевные хвори не становились идеологией, философской системой, даже психологическим феноменом. Поскольку базировались на тупом отрицании существующей модели «светлых божеств», какая тут философия?";3
"После мирового торжества авраамических религий таким демонопоклонникам пришлось уползти в глухое подполье, дабы не поплатиться жизнью и здоровьем. Современный «терпимый мир» разрешил им вернуться, пропагандировать свои нехитрые плотские идеи.";3
"Депутату Государственной Думы, как и представителям РПЦ стоит знать, что в России «сатанизм» преследуется по закону. Как только наиболее борзые поклонники тёмных сил выползают из своего смрадного интернет-мирка и начинают организовывать псевдо-религиозные тоталитарные секты.";3
"Громятся они на раз-два, порой не попадая на страницы газет, поскольку замешаны на полной безыдейности, противоправных действиях, наркотиках, сексуальном насилии над неофитами. Банальная уголовщина. А если смотреть на «сатанизм», как на полновесную идеологию или религию – ступайте в Америку начала 1960-х и вникайте в глубинные причины явления.";3
